! Modelldaten
! -----------------------------------------------------------------------

! Kommentare werden mit einem "!" eingeleitet.
! Der Name des letzten Bearbeiters wird mit @ eingeleitet.
! Die Versionsnummer wir mit # eingeleitet


! WOS-FA
?c rs     e3 20180530 20181125 20180509 287.4  2  +0.0449 -22.4
?c rs     e3 20181126 20191227 20190610 310.8  2  +0.0572 -22.5
?c rs     e3 20191228 20210128 20200714 337.7  2  +0.0713 -22.5

! -----------------------------------------------------------------------
! Zuletzt bearbeitet von:
@ Grischa Hahn
! 2019-10-16
! Version
# 47
