Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Spalte1,Spalte2,Spalte3
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33, X, Y, GroundHeight,Capture Time,0.00,Interval, X, Y,Hor. Distance,Distance Sum,hor. Speed,vert Speed,relative altitude
HNM_0133_0678747712_511ECM_N0090001HELI03620_0000LUJ01,77.4472124259005,18.4316331968472,-2575.63,8.32999144906725,-0.358718407450772,59.6450206322724,0.505345976335004,0.853349019520418,0.128144040382543,-0.862894111047783,0.500807103398745,0.0678675055119648,-0.0062607763958613,-0.144871308646331,0.989430698235111,604.595682153383,-1388.71722443792,-2585.48,45287.48505,101.11,0.87,604.60,-1388.72,4.66,391.09,5.36,-0.23,9.85
HNM_0133_0678747713_413ECM_N0090001HELI03647_0000LUJ01,77.4471797396135,18.4315593412359,-2575.76,8.29333620111276,0.163642930898584,60.0387305560059,0.499412436711373,0.857509005423933,0.123553727887369,-0.866359660145609,0.493834969048319,0.074484646857132,0.0028561040587489,-0.14424052468673,0.989538535736584,602.757860454014,-1393.09510210797,-2585.84,45288.36285,101.99,0.88,602.76,-1393.10,4.75,395.83,5.41,-0.14,10.08
HNM_0133_0678747714_305ECM_N0090001HELI03674_0000LUJ01,77.4471479462902,18.4314851580611,-2575.73,7.99467000718178,0.408527407259927,59.8335194437047,0.502501464899617,0.85666452037393,0.116696946430674,-0.864546956283983,0.496772950140579,0.075994712899827,0.0071300879265216,-0.139077444401063,0.990255838813905,600.970253283238,-1397.49239269664,-2586.02,45289.23092,102.86,0.87,600.97,-1397.49,4.75,400.58,5.47,0.03,10.28
HNM_0133_0678747715_198ECM_N0090001HELI03701_0000LUJ01,77.4471158081361,18.4314090171194,-2575.62,6.57946204402698,-1.10084099693316,59.8897494339506,0.50157291773573,0.858259963174518,0.10869426758455,-0.864902019145217,0.5002657907213,0.0409711595212918,-0.0192121178580959,-0.114559915527498,0.993230547396595,599.163260154066,-1402.00573014365,-2585.89,45290.1002,103.73,0.87,599.16,-1402.01,4.86,405.44,5.59,0.13,10.27
HNM_0133_0678747716_092ECM_N0090001HELI03728_0000LUJ01,77.4470853780997,18.431334718033,-2575.47,4.97205695540992,-5.45423634349218,59.5989777430904,0.503757982556023,0.855090260370762,0.122672497448081,-0.858599595053124,0.51125027327931,-0.0378139319093191,-0.0950506727261686,-0.0862774865819284,0.991726557536607,597.452313478251,-1406.4098862223,-2585.92,45290.97108,104.60,0.87,597.45,-1406.41,4.72,410.17,5.43,0.18,10.45
HNM_0133_0678747716_989ECM_N0090001HELI03755_0000LUJ01,77.4470513462783,18.4312630783733,-2575.47,3.62311896639082,-2.466385153072,59.3679086984002,0.509051434740227,0.857351390150224,0.0762576592638037,-0.859659686334955,0.510844992054934,-0.0047558156903424,-0.0430332485341591,-0.0631346806428303,0.997076803270804,595.5388128967,-1410.65641716945,-2586.37,45291.84368,105.47,0.87,595.54,-1410.66,4.66,414.82,5.34,0.00,10.90
HNM_0133_0678747717_884ECM_N0090001HELI03782_0000LUJ01,77.4470149433099,18.4311953561051,-2575.56,4.37103626612329,-1.1705544757157,59.8680937733104,0.5018876764364,0.861574865044232,0.0761413958716682,-0.864691524299793,0.501878920158107,0.0206426089686522,-0.0204286085030766,-0.0761990907094484,0.996883328444047,593.491957774315,-1414.67075335297,-2586.42,45292.71454,106.34,0.87,593.49,-1414.67,4.51,419.33,5.17,-0.10,10.86
HNM_0133_0678747718_780ECM_N0090001HELI03809_0000LUJ01,77.4469778054688,18.4311317386737,-2575.65,6.55888162764651,2.34123044906647,59.8404921720933,0.5019896370164,0.861315389514645,0.078372215187389,-0.86390833755411,0.495086254052139,0.0924769449815242,0.0408508094489932,-0.114128878176631,0.99262571522881,591.403761966724,-1418.44177857983,-2586.54,45293.58713,107.21,0.87,591.40,-1418.44,4.31,423.64,4.94,-0.11,10.89
HNM_0133_0678747719_675ECM_N0090001HELI03836_0000LUJ01,77.4469415368202,18.4310694478671,-2575.77,6.43533684541973,2.90121351389442,60.1270601229101,0.497439864862197,0.864493825298285,0.0721388027833613,-0.866020666301048,0.49002068887645,0.0994380712430526,0.0506140927545651,-0.111938154773908,0.992425343852345,589.364438395479,-1422.13416528052,-2586.53,45294.45796,108.09,0.87,589.36,-1422.13,4.22,427.86,4.84,-0.13,10.76
HNM_0133_0678747720_572ECM_N0090001HELI03863_0000LUJ01,77.4469080558373,18.4310070860832,-2575.73,8.60513203952616,7.1432894830061,60.8092272920719,0.483933527078908,0.872247708872415,0.0706560382118319,-0.866224637410212,0.465985837586312,0.180311055436239,0.124351191841956,-0.148462566109466,0.981068625301858,587.481875751582,-1425.83074967232,-2586.30,45295.33078,108.96,0.87,587.48,-1425.83,4.15,432.01,4.75,0.05,10.58
HNM_0133_0678747721_471ECM_N0090001HELI03890_0000LUJ01,77.4468794829938,18.4309449046696,-2575.68,4.3182507821621,2.13854699530366,60.1742756124461,0.49701710979806,0.866476929977373,0.04681583476741,-0.866938006538695,0.493514014337886,0.0697309864466127,0.0373160205099109,-0.0752439198147662,0.996466691437407,585.875316536161,-1429.51662644159,-2586.54,45296.20592,109.83,0.88,585.88,-1429.52,4.02,436.03,4.59,0.06,10.87
HNM_0133_0678747722_363ECM_N0090001HELI03917_0000LUJ01,77.4468526519822,18.4308845929493,-2575.73,3.58356500951817,-2.96534069130927,60.6473632772811,0.489527051158289,0.86833004947833,0.0797884161845064,-0.870452227976686,0.49204329142462,-0.01436377994997,-0.0517318566716352,-0.0624205457921391,0.99670832768083,584.366700404944,-1433.09167183159,-2586.46,45297.07392,110.70,0.87,584.37,-1433.09,3.88,439.91,4.47,-0.06,10.73
HNM_0133_0678747723_258ECM_N0090001HELI03944_0000LUJ01,77.4468235342446,18.4308267093381,-2575.65,5.98006898936706,-0.789030651876631,60.9077247024932,0.486171468976191,0.868384967968962,0.0976977489969853,-0.873754925174498,0.484825341963678,0.0386874465829805,-0.013770747504782,-0.104172622100764,0.994463891409744,582.729482629613,-1436.52279894621,-2586.37,45297.94495,111.57,0.87,582.73,-1436.52,3.80,443.71,4.36,0.09,10.72
HNM_0133_0678747724_155ECM_N0090001HELI03971_0000LUJ01,77.4467914090387,18.4307700642567,-2575.45,9.47760623911058,-2.94509884464772,60.3960239130978,0.493349738896448,0.853413193723297,0.168202128136978,-0.868312287957406,0.494614885977706,0.0372811634935929,-0.0513790396268923,-0.164444626997244,0.985047287666311,580.923136747375,-1439.88052197646,-2586.28,45298.81753,112.44,0.87,580.92,-1439.88,3.81,447.52,4.37,0.23,10.83
HNM_0133_0678747725_049ECM_N0090001HELI03998_0000LUJ01,77.4467561603469,18.4307123947868,-2575.35,9.87749416065573,-3.67359830821574,60.0044484960398,0.498905521953618,0.847731539952873,0.180123614035802,-0.864284674939984,0.502041170561533,0.0310912162047846,-0.0640724654440179,-0.171189658654769,0.983152490685748,578.941146076449,-1443.29897498796,-2586.17,45299.68842,113.32,0.87,578.94,-1443.30,3.95,451.47,4.54,0.11,10.82
HNM_0133_0678747725_949ECM_N0090001HELI04025_0000LUJ01,77.446717139873,18.4306530161654,-2575.19,8.16899881688265,-0.825001402846596,60.0660970741629,0.49894888235274,0.856787530002734,0.130250302229077,-0.866511798067875,0.495710387135803,0.0585535301655743,-0.0143984932590283,-0.142078642017323,0.989750646816855,576.747056213009,-1446.81874906618,-2586.01,45300.56431,114.19,0.88,576.75,-1446.82,4.15,455.62,4.74,0.19,10.82
HNM_0133_0678747726_843ECM_N0090001HELI04052_0000LUJ01,77.4466761558838,18.4305935020417,-2574.94,8.68084734768235,-0.990862131854748,59.6687248970817,0.504923321558158,0.851914398904701,0.138903910260006,-0.862990957897603,0.501466538499064,0.0614647651321134,-0.0172929446207271,-0.150907811940304,0.988396573426747,574.442548302036,-1450.34656075363,-2585.52,45301.43399,115.06,0.87,574.44,-1450.35,4.21,459.84,4.85,0.29,10.59
HNM_0133_0678747727_743ECM_N0090001HELI04079_0000LUJ01,77.4466332582497,18.4305330625401,-2574.59,8.19558742335807,0.395960072634285,60.0440951540088,0.499321430126831,0.85805340574358,0.120093556479692,-0.866389260623293,0.493380227844367,0.0771077158841027,0.0069107519648724,-0.142549302573126,0.98976357674103,572.030429274047,-1453.92922946379,-2584.98,45302.31004,115.94,0.88,572.03,-1453.93,4.32,464.16,4.93,0.39,10.39
HNM_0133_0678747728_632ECM_N0090001HELI04106_0000LUJ01,77.4465889517109,18.4304718473691,-2574.10,7.50092394648882,0.311610312620138,60.0924289622473,0.498594912762539,0.859767179458106,0.110469498477942,-0.866818051615706,0.493720204549459,0.0697626333562011,0.0054385991272258,-0.130540249525934,0.991428093657448,569.539082244511,-1457.55787959298,-2584.96,45303.17504,116.80,0.87,569.54,-1457.56,4.40,468.56,5.09,0.57,10.86
HNM_0133_0678747729_528ECM_N0090001HELI04133_0000LUJ01,77.446543991574,18.4304109278348,-2573.71,7.59627079282747,0.713199096502232,59.3753575841686,0.509372101545214,0.853809394554591,0.107468971976734,-0.860456347306634,0.503525107098962,0.0779573017792713,0.0124473510088694,-0.132181633714001,0.991147354918309,567.010977762122,-1461.16900738756,-2584.82,45304.0477,117.67,0.87,567.01,-1461.17,4.41,472.96,5.05,0.44,11.11
HNM_0133_0678747730_464ECM_N0090001HELI04160_0000LUJ01,77.4464979313126,18.4303495790344,-2573.41,7.04678479798734,0.701287283808383,60.1925599701603,0.497049404487417,0.861892960400658,0.10041122601828,-0.867635917282469,0.492028916501044,0.0715224466039725,0.0122394664962804,-0.122670575683815,0.99237196923396,564.421008039827,-1464.80558259192,-2584.23,45304.95807,118.59,0.91,564.42,-1464.81,4.46,477.43,4.90,0.33,10.82
HNM_0133_0678747731_320ECM_N0090001HELI04187_0000LUJ01,77.4464509297926,18.4302878771295,-2573.04,7.71731310736537,0.70054408249685,60.4288696511585,0.493466803461458,0.862676399599572,0.11081490628724,-0.869678691628842,0.487605881864956,0.0768080548995018,0.0122264961569767,-0.134275588044208,0.990868598375741,561.778106466199,-1468.46309022858,-2583.95,45305.79102,119.42,0.83,561.78,-1468.46,4.51,481.94,5.42,0.45,10.92
HNM_0133_0678747732_215ECM_N0090001HELI04214_0000LUJ01,77.446403329259,18.4302255097199,-2572.73,10.8667974857631,6.7529792253247,59.0362345027041,0.510926494099125,0.853522063820792,0.102245802841351,-0.851543854813649,0.486260569692111,0.196019697203662,0.117589034168534,-0.18721844175668,0.975254876485892,559.101519958536,-1472.16004660713,-2583.58,45306.66193,120.29,0.87,559.10,-1472.16,4.56,486.51,5.24,0.35,10.85
HNM_0133_0678747733_111ECM_N0090001HELI04241_0000LUJ01,77.4463586233332,18.4301610068502,-2572.42,5.96364929895013,-1.23938276516473,61.2615154342027,0.480700067724623,0.87099753820066,0.10144325181072,-0.876618277413896,0.480180854082122,0.0310924922908495,-0.0216296230534862,-0.103873171807517,0.99435533064655,556.587715182217,-1475.98357211888,-2582.90,45307.53466,121.16,0.87,556.59,-1475.98,4.58,491.08,5.24,0.35,10.48
HNM_0133_0678747734_010ECM_N0090001HELI04268_0000LUJ01,77.4463152484447,18.4300956418664,-2571.93,8.45689822290415,3.25315642415085,59.8848342331296,0.500931188178864,0.859800438615352,0.0990512517162723,-0.863624706205334,0.489065061052485,0.122342686293378,0.0567477888684834,-0.146828375372672,0.987532843324191,554.148761518938,-1479.85819448491,-2582.40,45308.40922,122.04,0.87,554.15,-1479.86,4.58,495.66,5.24,0.56,10.47
HNM_0133_0678747734_905ECM_N0090001HELI04295_0000LUJ01,77.4462747188632,18.4300301873314,-2571.35,7.83237482096063,0.926844897981552,60.2725940379,0.495809220772422,0.861386256512369,0.110394445913967,-0.868280807358434,0.489333832694255,0.0814913477231565,0.0161757896261566,-0.136257540240379,0.99054138053774,551.869810767814,-1483.73811570355,-2581.73,45309.28046,122.91,0.87,551.87,-1483.74,4.50,500.16,5.16,0.67,10.38
HNM_0133_0678747735_804ECM_N0090001HELI04322_0000LUJ01,77.4462337964057,18.4299639398124,-2570.59,7.52142502039933,3.31590666686447,59.070182132586,0.513127216791356,0.854308549405307,0.082809189109408,-0.856361405218353,0.503070792257163,0.116468543522269,0.0578411880964152,-0.13067777313205,0.989736185338721,549.56876761438,-1487.66504148803,-2581.08,45310.15501,123.78,0.87,549.57,-1487.67,4.55,504.71,5.20,0.86,10.49
HNM_0133_0678747736_694ECM_N0090001HELI04349_0000LUJ01,77.446189536013,18.4299019092225,-2569.69,-0.988189647303555,2.07352741602577,60.0930347618853,0.498266651603833,0.866396094954216,-0.0329871269981139,-0.86626855427404,0.499059877062983,0.0227602939753624,0.036181981364604,0.0172350153456875,0.999196586498656,547.080001928722,-1491.34201967394,-2580.61,45311.02128,124.65,0.87,547.08,-1491.34,4.44,509.15,5.13,1.05,10.92
HNM_0133_0678747737_589ECM_N0090001HELI04376_0000LUJ01,77.4461453178944,18.4298471507539,-2568.84,7.86571498517003,-0.724378218460914,59.355142178725,0.509674413063097,0.851366833957264,0.124122949958389,-0.860274468512112,0.506408025619314,0.0589809326354873,-0.0126424481407512,-0.136840877028515,0.99051236381939,544.593588677773,-1494.58794436708,-2579.89,45311.89219,125.52,0.87,544.59,-1494.59,4.09,513.24,4.69,0.97,11.05
HNM_0133_0678747738_485ECM_N0090001HELI04403_0000LUJ01,77.446100711348,18.4297919776575,-2568.15,9.59886276163154,-2.89922168397899,59.4432938089184,0.507740159248408,0.84478228698198,0.168946199388734,-0.860024219242608,0.50853587227694,0.0418283268094139,-0.0505793732913371,-0.166535744538608,0.984737311565083,542.085332064138,-1497.85844655219,-2579.10,45312.7647,126.39,0.87,542.09,-1497.86,4.12,517.36,4.72,0.80,10.95
HNM_0133_0678747739_379ECM_N0090001HELI04430_0000LUJ01,77.4460540435668,18.4297350992021,-2567.49,9.64904245817943,-4.11976288893608,60.3223533234431,0.493840384983925,0.850571416380541,0.180692943402142,-0.866579756986755,0.498577239285295,0.0214537000871974,-0.0718414848100027,-0.167179550493041,0.983305547099801,539.461166442196,-1501.23003889365,-2578.65,45313.63499,127.26,0.87,539.46,-1501.23,4.27,521.63,4.91,0.76,11.16
HNM_0133_0678747740_277ECM_N0090001HELI04457_0000LUJ01,77.4460047208343,18.4296770991155,-2566.85,18.6560859299708,11.0889164560908,54.7051701991697,0.566996684627583,0.808851528334717,0.155801042140042,-0.800951377136674,0.497209047573301,0.333556673556558,0.192332137419088,-0.313914587303369,0.929766627059695,536.687702352235,-1504.66812276954,-2578.13,45314.50824,128.14,0.87,536.69,-1504.67,4.42,526.05,5.06,0.73,11.28
HNM_0133_0678747741_172ECM_N0090001HELI04484_0000LUJ01,77.4459602725251,18.429612731243,-2566.44,11.3781291570782,2.12317141086879,59.5437839453002,0.506531803559283,0.848779897426937,0.151651632720848,-0.861424975654926,0.490617436705098,0.131307052814501,0.0370478515016803,-0.197147702306769,0.979673537549255,534.188367702178,-1508.48364005786,-2578.07,45315.37929,129.01,0.87,534.19,-1508.48,4.56,530.61,5.24,0.47,11.63
HNM_0133_0678747742_071ECM_N0090001HELI04511_0000LUJ01,77.445917520371,18.4295451997098,-2566.19,8.55040588082443,1.22030669228277,59.8723044922482,0.50181503521946,0.856885125959148,0.118023520273153,-0.864712737539881,0.493611518625187,0.0928415328224484,0.021296759471282,-0.148645718372617,0.98866116462897,531.784423706786,-1512.48667675298,-2577.82,45316.2549,129.88,0.88,531.78,-1512.49,4.67,535.28,5.33,0.28,11.63
HNM_0133_0678747742_965ECM_N0090001HELI04538_0000LUJ01,77.4458758367581,18.4294767358754,-2566.09,8.77340525672361,2.47787582007117,60.8864951057836,0.486086398417419,0.866643548186525,0.112467656062773,-0.872840688831161,0.475087279812452,0.111540165326891,0.0432336118584627,-0.152384503631689,0.98737521634817,529.44056979177,-1516.54497161902,-2577.58,45317.1248,130.75,0.87,529.44,-1516.54,4.69,539.97,5.39,0.11,11.49
HNM_0133_0678747743_865ECM_N0090001HELI04565_0000LUJ01,77.4458358628417,18.4294068396897,-2566.13,10.7111429829101,0.79522495156364,61.5979357493084,0.475610087512313,0.865532277108342,0.156999751401645,-0.879546714070392,0.465099389273755,0.100399879806488,0.0138788480972771,-0.185839811076175,0.98248203148692,527.192862713709,-1520.68816315016,-2577.50,45318.00089,131.63,0.88,527.19,-1520.69,4.71,544.68,5.38,-0.04,11.38
HNM_0133_0678747744_754ECM_N0090001HELI04592_0000LUJ01,77.4457967576614,18.4293347213921,-2566.32,7.53024246754243,2.42788805982906,61.7372160559186,0.473091139789103,0.87581779708147,0.0955403567525682,-0.879994453264171,0.464542825853951,0.0990440567218427,0.0423619602632041,-0.130931849689013,0.990485898465835,524.994013748561,-1524.96306665357,-2577.65,45318.86585,132.49,0.86,524.99,-1524.96,4.81,549.49,5.56,-0.22,11.33
HNM_0133_0678747745_651ECM_N0090001HELI04619_0000LUJ01,77.4457594603748,18.4292632061287,-2566.66,4.59543024788386,2.77047042102982,62.2575595427413,0.464953669485865,0.884006543549162,0.0484821224152968,-0.8840146005292,0.46057388735032,0.0799367271172234,0.0483349902537223,-0.0800257786796097,0.995620210453713,522.896827603979,-1529.20221979625,-2577.33,45319.73849,133.37,0.87,522.90,-1529.20,4.73,554.22,5.42,-0.39,10.67
HNM_0133_0678747746_545ECM_N0090001HELI04646_0000LUJ01,77.4457244964227,18.4291940921802,-2566.89,7.32497859361923,1.76352546157556,62.9436820106886,0.454650635672522,0.885076687102705,0.0996597081566652,-0.890138040822512,0.447659650292974,0.0851769087266759,0.0307744660917433,-0.127436633064721,0.991369172805921,520.930847029402,-1533.29902858746,-2576.95,45320.60935,134.24,0.87,520.93,-1533.30,4.54,558.76,5.22,-0.27,10.06
HNM_0133_0678747747_442ECM_N0090001HELI04673_0000LUJ01,77.4456908296942,18.4291249269714,-2566.97,12.4327405491694,0.0049369002377567,62.2145871213515,0.466161415110732,0.863961605817586,0.190430771502552,-0.884699682173292,0.45521324591142,0.100435915434994,8.61651638847e-05,-0.215293391491441,0.976549408967963,519.03781416633,-1537.39887171456,-2576.92,45321.48186,135.11,0.87,519.04,-1537.40,4.52,563.28,5.18,-0.09,9.95
HNM_0133_0678747748_337ECM_N0090001HELI04700_0000LUJ01,77.4456569825736,18.4290527126295,-2567.02,9.1134604542848,2.10685339145137,62.2209677795849,0.46574783382862,0.876296893078302,0.123218141786278,-0.884153504373198,0.455027755677795,0.105935462747003,0.036763242356213,-0.158282964162741,0.986709160425358,517.134644623686,-1541.67945143109,-2577.37,45322.35286,135.98,0.87,517.13,-1541.68,4.68,567.96,5.38,-0.06,10.35
HNM_0133_0678747749_233ECM_N0090001HELI04727_0000LUJ01,77.4456241495725,18.4289797758598,-2567.40,4.59560947583121,3.47860218071464,61.960847548879,0.46920870621673,0.882074219798142,0.0422878325044366,-0.881000363796577,0.464272638878589,0.0910454599582615,0.0606757694695553,-0.0799749182945,0.994948472757793,515.288504520987,-1546.00284958505,-2578.31,45323.22548,136.85,0.87,515.29,-1546.00,4.70,572.66,5.39,-0.43,10.92
HNM_0133_0678747750_128ECM_N0090001HELI04754_0000LUJ01,77.4455941057057,18.4289084257613,-2568.18,6.13281455870576,2.96039634477621,63.6772705920551,0.442835029137432,0.893627539062478,0.0729860150850075,-0.895114440184209,0.435943643506605,0.0933984938845219,0.0516456769009812,-0.106690960794837,0.992950030435628,513.599204781777,-1550.23219003595,-2578.62,45324.09626,137.72,0.87,513.60,-1550.23,4.55,577.22,5.23,-0.90,10.44
HNM_0133_0678747751_025ECM_N0090001HELI04781_0000LUJ01,77.4455672096408,18.4288386847073,-2568.85,7.15687998954089,1.19910608355058,64.3104966247603,0.433399068593022,0.895265518311214,0.103270998182713,-0.900959108663588,0.42776704137308,0.0727189303485388,0.0209268215172579,-0.124559263155633,0.991991460700802,512.086915214514,-1554.36614569357,-2578.74,45324.96899,138.60,0.87,512.09,-1554.37,4.40,581.62,5.04,-0.77,9.89
HNM_0133_0678747751_919ECM_N0090001HELI04808_0000LUJ01,77.4455415173888,18.4287696176521,-2569.39,8.02016459729691,1.48041111367113,63.8456647805664,0.440643468269248,0.890419324664047,0.113959467076985,-0.89731035750633,0.433243742756931,0.0844629011686642,0.0258351733787502,-0.139475035855124,0.989888507959206,510.642318757385,-1558.46014664944,-2578.84,45325.83965,139.47,0.87,510.64,-1558.46,4.34,585.96,4.99,-0.62,9.45
HNM_0133_0678747752_821ECM_N0090001HELI04835_0000LUJ01,77.4455169844097,18.4287005034557,-2569.85,9.00090928195248,0.878793819939372,63.6613941183291,0.443622956372493,0.88621650781838,0.133487729209556,-0.896082273855709,0.436061248859776,0.0829888289135051,0.015337244241089,-0.156431737550434,0.987569683833015,509.262912940218,-1562.55693842351,-2579.07,45326.71765,140.34,0.88,509.26,-1562.56,4.32,590.29,4.92,-0.52,9.22
HNM_0133_0678747753_713ECM_N0090001HELI04862_0000LUJ01,77.4454925215203,18.4286306332572,-2570.22,10.2141093871007,1.816379823381,63.7018858888283,0.442819071928713,0.884783420085891,0.145153605113023,-0.896050557454397,0.430981428181317,0.10652890240896,0.0316964985741187,-0.177237998476359,0.983657472840132,507.887449742286,-1566.69854159658,-2579.25,45327.58533,141.21,0.87,507.89,-1566.70,4.36,594.65,5.03,-0.42,9.03
HNM_0133_0678747754_607ECM_N0090001HELI04889_0000LUJ01,77.4454687993425,18.4285588456199,-2570.47,8.45553696289028,2.14200633171444,63.8225617120742,0.440844248680992,0.890101834118228,0.115650651983718,-0.896805082767047,0.431425103397723,0.0980460283818511,0.0373763552006042,-0.146939120242473,0.988439124586986,506.553644993834,-1570.95379810604,-2579.36,45328.45562,142.08,0.87,506.55,-1570.95,4.46,599.11,5.12,-0.29,8.89
HNM_0133_0678747755_502ECM_N0090001HELI04916_0000LUJ01,77.4454442137249,18.428486769521,-2570.64,7.78119683354881,1.3560505074096,63.6248196868714,0.44412271103616,0.889078485325994,0.110880406169567,-0.895653375688595,0.437286114500066,0.0811534637773437,0.0236653366660399,-0.135352506426263,0.990514841304567,505.171284415092,-1575.22615531454,-2579.45,45329.32646,142.95,0.87,505.17,-1575.23,4.49,603.60,5.16,-0.20,8.81
HNM_0133_0678747756_399ECM_N0090001HELI04943_0000LUJ01,77.445422002581,18.4284131251749,-2570.63,-0.199872241157158,6.08052425356115,63.5323867293907,0.443184416541802,0.895016297625695,-0.0503328910246207,-0.890150122056352,0.446019948477882,0.0932682462730478,0.105926073926889,0.0034687957826176,0.994367957206111,503.92245592641,-1579.59146309228,-2579.58,45330.19902,143.83,0.87,503.92,-1579.59,4.54,608.14,5.20,0.02,8.96
HNM_0133_0678747757_293ECM_N0090001HELI04970_0000LUJ01,77.4454033035165,18.428349335415,-2570.64,0.272189220970611,5.20072129298256,63.8267238134095,0.439271464018916,0.897644011182079,-0.0357184838371665,-0.893769569634854,0.440695866337981,0.083445250238376,0.090645117316967,-0.0047310233104824,0.99587201995288,502.871099602334,-1583.372633409,-2579.79,45331.0699,144.70,0.87,502.87,-1583.37,3.92,612.06,4.51,-0.01,9.15
HNM_0133_0678747758_190ECM_N0090001HELI04997_0000LUJ01,77.4453895072413,18.4282917062604,-2570.55,0.0721050974582232,5.49628027866999,63.9878503847246,0.436545403728003,0.898753220741381,-0.0408749151797151,-0.894569217922544,0.438453052204026,0.086630452835142,0.0957811298189951,-0.0012526851030886,0.995401630474167,502.095433322988,-1586.78862204503,-2579.99,45331.94242,145.57,0.87,502.10,-1586.79,3.50,615.57,4.01,0.11,9.44
HNM_0133_0678747759_085ECM_N0090001HELI05024_0000LUJ01,77.445382483893,18.4282398577238,-2570.40,0.337649472387624,5.88383168753848,63.9567841308586,0.436735941280558,0.898712777268018,-0.0397122345001056,-0.893729847785434,0.438498552740488,0.0946888505681778,0.102511837224831,-0.0058620149866686,0.99471451181185,501.700625956617,-1589.8619475056,-2580.07,45332.81334,146.44,0.87,501.70,-1589.86,3.10,618.67,3.56,0.17,9.67
HNM_0133_0678747759_982ECM_N0090001HELI05051_0000LUJ01,77.4453785477043,18.4281951494746,-2570.16,-1.51219643807655,6.06020728647886,64.0990947758272,0.434374857039064,0.898020597161903,-0.0698390338225914,-0.894523743236697,0.439170070315242,0.0834081658179395,0.105573464270621,0.026242263855961,0.994065182585938,501.479404343126,-1592.51202606877,-2580.21,45333.68706,147.31,0.87,501.48,-1592.51,2.66,621.32,3.04,0.28,10.05
HNM_0133_0678747760_876ECM_N0090001HELI05078_0000LUJ01,77.4453798011294,18.4281573147147,-2569.94,-3.60565920518457,6.81965204767517,63.8647647917098,0.437374799355148,0.892690292643645,-0.108661521749178,-0.891405081180943,0.446323615897455,0.0786906038674068,0.118744541490714,0.0624441455384286,0.990959364734062,501.550001212754,-1594.754666292,-2580.47,45334.55697,148.18,0.87,501.55,-1594.75,2.24,623.57,2.58,0.25,10.53
HNM_0133_0678747761_777ECM_N0090001HELI05105_0000LUJ01,77.4453857002176,18.4281278856066,-2569.84,-7.24240295908512,-2.69248758941397,63.6109201474308,0.443973785406161,0.891281685059155,-0.0922184132927746,-0.894807567129452,0.435613396013471,-0.0977772316108545,-0.0469754795611021,0.125928261687852,0.990926524636555,501.88182313779,-1596.49905122852,-2580.47,45335.43351,149.06,0.88,501.88,-1596.50,1.78,625.34,2.03,0.12,10.63
HNM_0133_0678747762_670ECM_N0090001HELI05132_0000LUJ01,77.4453898690406,18.4281094103534,-2569.74,-4.52514626091694,3.650487349654,64.5892370187352,0.428234168279377,0.898283538761204,-0.0984996502974445,-0.901422008577586,0.432304570026704,0.0234759703947928,0.0636699267317054,0.0787365399587469,0.994860139771066,502.116311451211,-1597.59415458543,-2580.54,45336.30248,149.93,0.87,502.12,-1597.59,1.12,626.46,1.29,0.12,10.80
HNM_0133_0678747763_571ECM_N0090001HELI05159_0000LUJ01,77.4453958995699,18.4281005702763,-2569.66,-1.48439386455784,3.69982745366992,64.1016730617365,0.435865198668324,0.898538535391981,-0.0514784324300644,-0.897695659809334,0.43813267758714,0.0467146571196615,0.0645293030282122,0.025850672060073,0.997580929952421,502.455465017315,-1598.11813069123,-2580.54,45337.17996,150.81,0.88,502.46,-1598.12,0.62,627.09,0.71,0.09,10.88
HNM_0133_0678747764_036ECM_N0090001HELI05173_0000A0J01,77.4454004661997,18.4280988877948,-2569.66,6.5707793697328,-0.0108836062059968,64.0785492542814,0.437138531825472,0.893476789450962,0.103000634492575,-0.899394167154013,0.434286637435414,0.0498522680966591,-0.0001899547616428,-0.114430517159727,0.993431235999627,502.712275066514,-1598.2178465773,-2580.60,45337.63187,151.26,0.45,502.71,-1598.22,0.28,627.36,0.61,0.01,10.94
HNM_0133_0678747764_459ECM_N0090001HELI05186_0000LUJ01,77.4454042003666,18.4280975587867,-2569.67,6.121972355892,-0.0495654609018327,63.5470859051812,0.44546203512937,0.890153856723061,0.0958628531781688,-0.895300411534774,0.443004381855903,0.0467363965463047,-0.0008650803801063,-0.106645342221442,0.994296747766183,502.922270411675,-1598.2966127515,-2580.60,45338.044,151.67,0.41,502.92,-1598.30,0.22,627.59,0.54,-0.04,10.92
HNM_0133_0678747765_224ECM_N0090001HELI05209_0000A0J01,77.4454106590236,18.428094590074,-2570.17,4.70901452573906,0.117085552512376,63.1197975168134,0.452125593815437,0.889018852135182,0.0723044117968032,-0.891951944565703,0.450450739245367,0.0389340480654592,0.0020435269755594,-0.0820951403040727,0.996622401883459,503.285482681379,-1598.47256432575,-2580.60,45338.78821,152.42,0.74,503.29,-1598.47,0.40,627.99,0.54,-0.67,10.43
